Name,FileName,StartFrame,EndFrame,FaceFreezeFrame,Speed,TransitionInMs,TransitionOutMs,AutoFadeMs,Looping,Priority
SniperLineSecondary,piper_line_friends_super.scw,,-1,,,50,50,50,,5
GaleNutcrackerWin,gale_nutcracker_win.scw,1,81,,,,,,,5
GaleNutcrackerWinloop,gale_nutcracker_win.scw,82,150,,,,,,true,1
GaleNutcrackerLose,gale_nutcracker_lose.scw,1,94,,,,,,,
GaleNutcrackerLoseloop,gale_nutcracker_lose.scw,95,235,,,,,,true,
EdgarIdle,edgar_idle.scw,1,44,,,100,100,,true,
EdgarWalk,edgar_walk.scw,1,22,,,100,100,,true,1
EdgarAttack,edgar_attack.scw,1,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
EdgarRecoil,edgar_attack.scw,6,30,,,,200,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
EdgarSuper,edgar_super.scw,5,60,,,,250,250,,3
EdgarPushback,edgar_pushback.scw,,-1,,,50,100,100,,5
EdgarWin,edgar_win.scw,,130,,,,,,,
EdgarWinloop,edgar_win.scw,131,174,,,,,,true,
EdgarProfile,edgar_win.scw,,,-1,,,,,,
EdgarLose,edgar_lose.scw,,26,-1,,,,,,
EdgarLoseloop,edgar_lose.scw,27,48,-1,,,,,true,
ByronIdle,byron_idle.scw,1,59,-1,,120,120,,true,
ByronWalk,byron_walk.scw,1,-1,-1,,100,100,,true,1
ByronAttack,byron_attack.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
ByronSuper,byron_super.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
ByronRecoil,byron_attack.scw,5,30,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
ByronSuperRecoil,byron_super.scw,5,30,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
ByronPushback,byron_pushback.scw,,-1,-1,,,,,,5
ByronWin,byron_win.scw,1,92,,,,,,,
ByronWinloop,byron_win.scw,93,-1,,,,,,true,
ByronLose,byron_lose.scw,1,98,,,,,,,
ByronLoseloop,byron_lose.scw,99,198,,,,,,true,
ByronProfile,byron_win.scw,192,192,-1,,,,,,
BuzzIdle,buzz_idle.glb,,28,-1,,100,100,,true,
BuzzWalk,buzz_walk.glb,,27,-1,,100,100,,true,1
BuzzAttack,buzz_attack.glb,,28,-1,,,,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BuzzAttackRecoil,buzz_attack.glb,,-1,-1,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BuzzSuperJump,buzz_super_jump.glb,,-1,-1,,100,,50,true,5
BuzzSuperThrow,buzz_super_throw.glb,,5,-1,,,,,,3
BuzzSuperThrowRecoil,buzz_super_throw.glb,3,20,-1,,,200,50,,4
BuzzWin,buzz_win.glb,,117,-1,,,,,,
BuzzWinloop,buzz_win.glb,118,-1,-1,,,,,true,
BuzzLose,buzz_lose.glb,,67,-1,,,,,,
BuzzLoseloop,buzz_lose.glb,68,112,-1,,,,,true,
RopeDudePunkIdle,buzz_punk_idle.glb,,28,-1,,100,100,,true,
RopeDudePunkWalk,buzz_punk_walk.glb,,27,-1,,100,100,,true,1
RopeDudePunkAttack,buzz_punk_attack.glb,,28,-1,,,,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RopeDudePunkSuperThrow,buzz_punk_super_throw.glb,,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RopeDudePunkSuperThrowRecoil,buzz_punk_super_throw.glb,3,20,-1,,,200,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RopeDudePunkSuperJump,buzz_punk_super_jump.glb,,-1,-1,,100,,50,true,5
RopeDudePunkWin,buzz_punk_win.glb,,132,-1,,50,,,,
RopeDudePunkWinloop,buzz_punk_win.glb,133,-1,-1,,,,,true,
RopeDudePunkLose,buzz_punk_lose.glb,,177,-1,,50,,,,
RopeDudePunkLoseloop,buzz_punk_lose.glb,153,228,-1,,,,,true,
MegIdle,meg_idle.glb,,-1,-1,,100,100,,true,
MegWalk,meg_walk.glb,,-1,-1,,100,100,,true,1
MegAttack,meg_attack.glb,,4,-1,,50,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MegSuper,meg_super.glb,,38,-1,,,,,,
MegRecoil,meg_attack.glb,4,15,-1,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MegSuperRecoil,meg_super.glb,30,-1,-1,,,,50,,
MegReload,meg_idle.glb,,,-1,,200,200,50,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MegMechaIdle,meg_mech_idle.glb,,-1,-1,,200,200,,true,
MegMechaWalk,meg_mech_walk.glb,,-1,-1,,200,200,,true,1
MegMechaAttack,meg_mech_attack_l.glb,,5,-1,,100,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MegMechaSuper,meg_mech_super.glb,,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MegMechaRecoilL,meg_mech_attack_l.glb,2,20,-1,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MegMechaRecoilR,meg_mech_attack_r.glb,2,20,-1,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MegMechaSuperRecoil,meg_mech_super.glb,6,-1,-1,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MegMechaWin,meg_mech_win.glb,,-1,-1,,,,,,
MegWin,meg_win.glb,,158,-1,,,,,,5
MegWinloop,meg_win.glb,159,186,-1,,,,,true,1
MegAddonIdle,meg_driver_idle.glb,,-1,-1,,200,200,,true,
MegAddonWalk,meg_driver_walk.glb,,-1,-1,,200,200,,true,1
MegAddonAttack,meg_driver_attack_l.glb,,5,-1,,100,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MegAddonSuper,meg_driver_super.glb,,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MegAddonRecoilL,meg_driver_attack_l.glb,2,20,-1,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MegAddonRecoilR,meg_driver_attack_r.glb,2,20,-1,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MegAddonSuperRecoil,meg_driver_super.glb,6,-1,-1,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MegLose,meg_lose.glb,,-1,-1,,,,,,5
MegLoseloop,meg_lose.glb,,-1,-1,,,,,true,1
MegPortrait,meg_portrait.glb,,-1,-1,,,,,,
8bitClawTurretIdle,claw_8bit_turret_idle.glb,1,30,,50,,,,true,
DarrylDroidIdle,droid_darryl_idle.scw,1,-1,,,100,100,100,true,
DarrylDroidWalk,droid_darryl_run.scw,1,20,,,100,100,,true,1
DarrylDroidWin,droid_darryl_win.scw,,-1,,,,,200,,
DarrylDroidWinloop,droid_darryl_winloop.scw,1,29,,,,,,true,
BullDudeLaserWin,bull_ox_win.scw,,88,,,,,,,5
BullDudeLaserWinloop,bull_ox_win.scw,89,148,,,,,,true,5
BullDudeLaserLose,bull_ox_lose.scw,,94,,,,,,,5
BullDudeLaserLoseloop,bull_ox_lose.scw,95,174,,,,,,true,5
TickSnowmanWin,tick_snowman_win.scw,1,97,,,,,,,
TickSnowmanWinloop,tick_snowman_win.scw,97,143,,,,,,true,
NaniLineWin,nani_line_friends_win.scw,,114,,,,,,,1
NaniLineWinloop,nani_line_friends_win.scw,115,-1,,,,,,true,1
NaniLineLose,nani_line_friends_lose.scw,,-1,,,,,,,1
NaniLineLoseloop,nani_line_friends_lose.scw,117,117,,,,,,true,1
FrankXmasIdle,frank_xmas_idle.scw,,-1,,,500,500,,true,
FrankXmasWalk,frank_xmas_walk.scw,1,29,,120,300,300,,true,5
FrankXmasPrimary,frank_xmas_attack.scw,1,45,,,,,100,,5
FrankXmasSecondary,frank_xmas_super.scw,1,50,,,100,100,,,5
FrankXmasRecoil,frank_xmas_attack.scw,22,35,,,,,200,,5
FrankXmasPushback,frank_xmas_pushback.scw,,-1,,,120,120,400,,5
FrankXmasRecoil2,frank_ulti.scw,36,50,,,1,1,100,,5
FrankXmasWin,frank_xmas_win.scw,1,130,,,,,,,5
FrankXmasWinloop,frank_xmas_win.scw,131,196,,,,,,true,1
FrankXmasLose,frank_xmas_lose.scw,1,131,,,,,,,5
FrankXmasLoseloop,frank_xmas_lose.scw,132,243,,,,,,true,1
FrankXmasProfile,frank_idle.scw,44,44,,,,,,,
FrankXmasIntro,frank_intro_pose.scw,,,,,,,,,
LouIdle,lou_idle.scw,,-1,,,100,100,,true,
LouWalk,lou_walk.scw,1,22,,,100,100,,true,1
LouAttack,lou_attack.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LouRecoil,lou_attack.scw,6,20,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
LouSuper,lou_attack.scw,1,20,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LouReload,lou_idle.scw,-1,-1,-1,,,,,,
LouWin,lou_win.scw,1,101,,,,,,,
LouWinloop,lou_win.scw,102,140,,,,,,true,
LouLose,lou_lose.scw,1,80,,,,,,,
LouLoseloop,lou_lose.scw,80,80,,,,,,true,
LouPortrait,lou_portrait.scw,,,,,,,,,
LouKingLose,lou_king_lose.scw,1,120,,,,,,,
LouKingLoseloop,lou_king_lose.scw,120,120,,,,,,true,
LouKingPortrait,lou_king_portrait.scw,,-1,-1,,,,,,
LouKingWin,lou_king_win.scw,,223,-1,,,,,,
LouKingWinloop,lou_king_win.scw,224,272,-1,,,,,true,
LouCroonerWin,lou_crooner_win.scw,1,101,-1,,,,,,
LouCroonerWinloop,lou_crooner_win.scw,102,-1,-1,,,,,true,
LouCroonerPortrait,lou_crooner_portrait.scw,10,-1,-1,,,,,,
LouCroonerLose,lou_crooner_lose.scw,,-1,-1,,,,,,
LouCroonerLoseloop,lou_crooner_lose.scw,105,-1,-1,,,,,true,
LouBurgerAtk,lou_burger_attack.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
LouBurgerWalk,lou_burger_walk.scw,1,22,,,100,100,,true,1
RuffsIdle,ruffs_idle.scw,1,29,-1,,100,100,,true,
RuffsWalk,ruffs_walk.scw,1,22,-1,,100,100,,true,1
RuffsAttack,ruffs_attack.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RuffsRecoil,ruffs_attack.scw,1,30,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RuffsSuper,ruffs_super.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RuffsSuperRecoil,ruffs_super.scw,5,20,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RuffsPushback,ruffs_pushback.scw,,-1,-1,,50,100,100,,5
RuffsWin,ruffs_win.scw,1,98,-1,,,,,,
RuffsWinloop,ruffs_win.scw,99,-1,-1,,,,,true,
RuffsLose,ruffs_lose.scw,,68,-1,,,,,,
RuffsLoseloop,ruffs_lose.scw,69,-1,-1,,,,,true,
RuffsRoninIdle,ruffs_ronin_idle.scw,1,29,-1,,100,100,,true,
RuffsRoninWalk,ruffs_ronin_walk.scw,1,22,-1,,100,100,,true,1
RuffsRoninAttack,ruffs_ronin_attack.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RuffsRoninSuper,ruffs_super.scw,1,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
RuffsRoninRecoil,ruffs_attack.scw,1,30,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RuffsRoninSuperRecoil,ruffs_super.scw,5,20,-1,,,,120,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RuffsRoninPushback,ruffs_pushback.scw,,-1,-1,,50,100,100,,5
RuffsRoninWin,ruffs_ronin_win.scw,1,80,-1,,,,,,
RuffsRoninWinloop,ruffs_ronin_win.scw,81,118,-1,,,,,true,
RuffsRoninLose,ruffs_ronin_lose.scw,,152,-1,,,,,,
RuffsRoninLoseloop,ruffs_ronin_lose.scw,153,184,-1,,,,,true,
RuffsPortrait,ruffs_idle.scw,,,-1,,,,,,
RuffsRoninPortrait,ruffs_ronin_idle.scw,,,-1,,,,,,
PeaIdle,peashooter_idle.glb,1,20,,,,,,,
PeaWalk,peashooter_walk.glb,1,20,,,,,,,
PeaAttack,peashooter_atk.glb,1,10,,,,,,,
PeaSecondary,peashooter_super.glb,1,27,,,,,,,
PeaWin,peashooter_win.glb,1,40,,50,,,,,
PeaWinloop,peashooter_idle.glb,1,20,,,,,,true,
PeaLose,peashooter_lose.glb,1,18,,,,,,,
PeaLoseloop,peashooter_lose.glb,18,32,,,,,,true,
PeaReload,peashooter_reload.glb,1,16,,,,,,,
PeaGadget,peashooter_gadget.glb,1,17,,,,,,,
BeaCatWin,bea_luckycat_win.scw,,76,,,,,,,5
BeaCatWinloop,bea_luckycat_win.scw,77,112,,,,,,true,1
BeaCatIdle,bea_luckycat_idle.scw,,-1,,,100,100,,true,
BeaCatWalk,bea_luckycat_walk.scw,1,26,,,100,100,,true,1
BeaCatLose,bea_luckycat_lose.scw,,79,,,,,,,
BeaCatLoseloop,bea_luckycat_lose.scw,80,111,,,,,,true,
RollerPunkIdle,stu_idle.scw,1,29,-1,,100,100,,true,
RollerPunkWalk,stu_punk_walk.scw,1,29,-1,,100,100,,true,1
RollerPunkAttack,stu_attack.scw,3,22,-1,,25,,50,,3
RollerPunkRecoil,stu_attack.scw,3,22,-1,,,,200,,4
RollerPunkPushback,stu_pushback.scw,,10,-1,,25,200,100,,
RollerPunkWin,stu_punk_win.scw,1,106,-1,,,,,,
RollerPunkWinloop,stu_punk_win.scw,107,137,-1,,,,,true,
RollerPunkLose,stu_punk_lose.scw,1,178,-1,,,,,,
RollerPunkLoseloop,stu_punk_lose.scw,179,180,-1,,,,,,
RollerPunkLoseEnter,stu_punk_lose.scw,,1,-1,,,,,,
RollerPunkPortrait,stu_portrait.scw,1,1,-1,,,,,,
StuIdle,stu_idle.scw,1,29,-1,,100,100,,true,
StuWalk,stu_walk.scw,1,29,-1,,100,100,,true,1
StuAttack,stu_attack.scw,3,22,-1,,25,,50,,3
StuRecoil,stu_attack.scw,3,22,-1,,,,200,,4
StuPushback,stu_pushback.scw,,10,-1,,25,200,100,,
StuWin,stu_win.scw,1,106,-1,,,,,,
StuWinloop,stu_win.scw,107,137,-1,,,,,true,
StuLose,stu_lose.scw,1,178,-1,,,,,,
StuLoseloop,stu_lose.scw,179,180,-1,,,,,,
StuPortrait,stu_portrait.scw,1,1,-1,,,,,,
SpeedBoosterDefaultIdle,stu_tire_geo.scw,1,1,-1,,,,,true,
StuLoseEnter,stu_lose.scw,,1,-1,,,,,,
BlackHoleMisfortuneIdle,tara_misfortune_idle.scw,1,-1,,,200,,,true,5
BlackHoleMisfortuneWalk,tara_misfortune_walk.scw,1,20,,80,200,,200,true,1
BlackHoleMisfortunePrimary,tara_misfortune_attack.scw,1,4,,,,,200,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneSecondary,tara_misfortune_super.scw,1,4,,,,,200,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneRecoil,tara_misfortune_attack.scw,4,20,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneSecondaryRecoil,tara_misfortune_super.scw,4,22,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneReload,tara_misfortune_idle.scw,1,12,,,,,50,,
BlackHoleMisfortuneWin,tara_misfortune_win.scw,1,79,,,,,,,5
BlackHoleMisfortuneWinloop,tara_misfortune_win.scw,80,200,,,,,,true,1
BlackHoleMisfortuneLose,tara_misfortune_lose.scw,1,87,,,,,,,
BlackHoleMisfortuneLoseloop,tara_misfortune_lose.scw,88,111,,,,,,true,
BlackHoleMisfortuneProfile,tara_misfortune_portrait.scw,,,,,,,,,5
BlackHoleMisfortuneIdleGlb,tara_misfortune_idle.glb,1,-1,,,200,,,true,5
BlackHoleMisfortuneWalkGlb,tara_misfortune_walk.glb,1,20,,80,200,,200,true,1
BlackHoleMisfortunePrimaryGlb,tara_misfortune_attack.glb,1,4,,,,,200,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneSecondaryGlb,tara_misfortune_super.glb,1,4,,,,,200,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneRecoilGlb,tara_misfortune_attack.glb,4,20,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneSecondaryRecoilGlb,tara_misfortune_super.glb,4,22,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BlackHoleMisfortuneReloadGlb,tara_misfortune_idle.glb,1,12,,,,,50,,
BlackHoleMisfortuneWinGlb,tara_misfortune_win.glb,1,79,,,,,,,5
BlackHoleMisfortuneWinloopGlb,tara_misfortune_win.glb,80,200,,,,,,true,1
BlackHoleMisfortuneLoseGlb,tara_misfortune_lose.glb,1,87,,,,,,,
BlackHoleMisfortuneLoseloopGlb,tara_misfortune_lose.glb,88,111,,,,,,true,
BlackHoleMisfortuneProfileGlb,tara_misfortune_portrait.glb,,,,,,,,,5
AshIdle,ash_idle.scw,,-1,-1,,100,100,,true,
AshWalk,ash_walk.scw,1,17,-1,,100,100,,true,
AshAttack,ash_attack.scw,5,20,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
AshRecoil,ash_attack.scw,21,35,-1,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
AshSuper,ash_super.scw,,5,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
AshSuperRecoil,ash_super.scw,6,20,-1,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
AshPushback,ash_pushback.scw,,10,-1,,30,100,100,,5
AshWin,ash_win.scw,,178,-1,,,,,,
AshWinloop,ash_win.scw,179,208,-1,,,,,true,
KnightPetDefaultIdle,ash_pet_idle.scw,,-1,-1,,,,,true,
AshLose,ash_lose.scw,1,78,-1,,,,,,
AshLoseloop,ash_lose.scw,79,80,-1,,,,,true,
AshPortrait,ash_portrait.scw,,-1,-1,,,,,,
AshNinjaWin,ash_ninja_win.scw,1,124,-1,,,,,,
AshNinjaWinloop,ash_ninja_win.scw,125,126,-1,,,,,true,
AshNinjaLose,ash_ninja_lose.scw,1,120,-1,,,,,,
AshNinjaLoseloop,ash_ninja_lose.scw,121,122,-1,,,,,true,
AmberIdle,amber_idle.scw,1,-1,-1,,100,100,,true,
AmberWalk,amber_walk.scw,1,22,-1,,100,100,,true,1
AmberAttack,amber_attack.scw,5,10,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
AmberRecoil,amber_attack.scw,10,20,-1,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
AmberWin,amber_win.scw,,191,-1,,,,,,
AmberWinloop,amber_win.scw,192,230,-1,,,,,true,
AmberLose,amber_lose.scw,,74,-1,,,,,,
AmberLoseloop,amber_lose.scw,75,-1,-1,,,,,true,
AmberPushback,amber_pushback.scw,,-1,-1,,,,,,
AmberPortrait,amber_portrait.scw,,-1,,,,,,,
AmberMaskedWin,amber_masked_win.glb,,94,-1,,,,,,
AmberMaskedWinloop,amber_masked_win.glb,95,134,-1,,,,,true,
FireDudeMaskedIdle,amber_masked_idle.glb,1,-1,-1,,100,100,,true,
FireDudeMaskedWalk,amber_masked_walk.glb,1,24,-1,,100,100,,true,1
FireDudeMaskedAttack,amber_masked_attack.glb,5,10,-1,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
FireDudeMaskedRecoil,amber_masked_attack.glb,10,20,-1,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
FireDudeMaskedPushback,amber_masked_pushback.glb,,-1,-1,,,,,,
FireDudeMaskedWin,amber_win.scw,,191,-1,,,,,,
FireDudeMaskedWinloop,amber_win.scw,192,230,-1,,,,,true,
FireDudeMaskedLose,amber_masked_lose.glb,,155,-1,,,,,,
FireDudeMaskedLoseloop,amber_masked_lose.glb,156,199,-1,,,,,true,
FireDudeMaskedPortrait,amber_masked_portrait.glb,,,,,,,,,
MolyanWin,molyan_win.glb,1,218,,150,,,,,
MolyanWinloop,molyan_win.glb,219,281,,,,,,true,1
SurgeRocketSecondary,surge_rocket_ulti.glb,1,40,,30,,,250,,4
SurgeRocketWin,surge_rocket_ulti.glb,,15,,50,,,250,,4
SurgeRocketWinloop,surge_idle.glb,,-1,,,100,100,,true,
KnightPetPizzaIdle,ash_pizza_pet_idle.glb,,1,6,,,,,true,
FelisIdle,felis_idle.scw,0,41,,,,,,true,
FelisWalk,felis_walk.scw,0,14,,,,,,true,
FelisAttack,felis_attack.scw,0,13,,,,,,,
FelisUlti,felis_ulti.scw,0,14,,,,,,true,
RhinoRollerIdle,rhinoroller_idle.glb,,-1,,,100,100,,true,
RhinoRollerWalk,rhinoroller_walk.glb,,-1,,85,100,100,,true,1
RhinoRollerAttack,rhinoroller_attack.glb,1,-1,,,50,,100,true,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RhinoRollerSecondary,rhinoroller_attack.glb,,-1,,,,,250,true,4
RhinoRollerPushback,rhinoroller_walk.glb,,-1,,,50,100,100,,5
RhinoRollerWin,rhinoroller_win.glb,,-1,,,,,,,
RhinoRollerWinloop,rhinoroller_idle.glb,,-1,,,,,,true,
RhinoRollerLose,rhinoroller_lose.glb,,-1,,,,,,,
RhinoRollerLoseloop,rhinoroller_lose.glb,50,50,,,,,,true,
PlaneIdle,plane_idle.glb,1,12,,,100,100,,true,
PlaneWalk,plane_walk.glb,1,9,,,100,100,,true,1
PlanePrimary,plane_attack.glb,1,5,,60,100,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
PlaneSecondary,plane_super.glb,1,5,,,50,50,200,true,5
PlanePushback,plane_super.glb,1,5,,,200,100,100,,5
PlaneWin,plane_win.glb,,-1,,,,,,,
PlaneWinloop,plane_idle.glb,1,12,,,,,,true,
PlaneLose,plane_lose.glb,,30,,,,,,,
PlaneLoseloop,plane_lose.glb,30,30,,,,,,true,
PlaneProfile,plane_idle.glb,1,1,,,,,,,
BibiVigilanteIdle,bibi_v_idle.glb,1,29,,,100,100,,true,
BibiVigilanteWalk,bibi_v_walk.glb,1,29,,,120,200,,true,1
BibiVigilantePrimary,bibi_v_attack.glb,1,51,,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiVigilanteSecondary,bibi_v_attack.glb,1,51,,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiVigilanteRecoil,bibi_v_attack.glb,22,51,,,1,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiVigilanteRecoil2,bibi_v_attack.glb,17,51,,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiVigilantePushback,bibi_v_pushback.glb,-1,-1,,,100,100,100,,5
BibiVigilanteWin,bibi_v_win.glb,1,163,,,100,,,,5
BibiVigilanteWinloop,bibi_v_win.glb,164,262,,,,,,true,1
BibiVigilanteLose,bibi_v_lose.glb,1,29,,,,,,,5
BibiVigilanteLoseloop,bibi_v_lose.glb,30,89,,,,,,true,1
BibiVigilanteProfile,bibi_v_win.glb,108,108,,,,,,,5
BaseballWarriorIdle,bibi_warrior_idle.glb,1,29,,,100,100,,true,
BaseballWarriorWalk,bibi_warrior_run.glb,1,29,,,120,200,,true,1
BaseballWarriorPrimary,bibi_attack.scw,1,51,,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BaseballWarriorSecondary,bibi_attack.scw,1,51,,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BaseballWarriorRecoil,bibi_attack.scw,22,51,,,1,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BaseballWarriorRecoil2,bibi_attack.scw,17,51,,,100,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BaseballWarriorPushback,bibi_pushback.scw,,-1,,,100,100,100,,5
BaseballWarriorWin,bibi_warrior_win.glb,1,163,,,100,,,,5
BaseballWarriorWinloop,bibi_warrior_win.glb,164,262,,,,,,true,1
BaseballWarriorLose,bibi_lose.scw,1,29,,,,,,,5
BaseballWarriorLoseloop,bibi_lose.scw,30,89,,,,,,true,1
BaseballWarriorProfile,bibi_warrior_win.glb,108,108,,,,,,,5
ArcadeRetropolisIdle,8bit_retropolis_idle.scw,1,29,,,100,100,,true,
ArcadeRetropolisWalk,8bit_retropolis_walk.scw,1,20,,,100,100,,true,1
ArcadeRetropolisAttack,8bit_retropolis_attack.scw,1,5,,,50,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
ArcadeRetropolisRecoil,8bit_retropolis_attack.scw,5,-1,,,,,250,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
ArcadeRetropolisReload,8bit_reload.scw,,13,,,,,150,,hips_s#1+L_upperLeg_s#0+R_upperLeg_s#0+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4+R_clavicle_s#0+R_shoulder_s#0+R_elbow_s#0
ArcadeRetropolisPushback,8bit_pushback.scw,,-1,,,50,100,200,,
ArcadeRetropolisWin,8bit_retropolis_win.scw,1,70,,,,,,,
ArcadeRetropolisWinloop,8bit_retropolis_win.scw,71,99,,,,,,true,
ArcadeRetropolisLose,8bit_lose.scw,1,99,,,,,,,
ArcadeRetropolisLoseloop,8bit_lose.scw,100,139,,,,,,true,
ArcadeRetropolisProfile,8bit_base_cam.scw,1,1,,,,,,true,
UndertakerIdleOLD,mortis_old_idle.scw,-1,-1,,,100,100,,true,
UndertakerAttackOLD,mortis_old_recoil.scw,-1,-1,,,100,100,,false,SpineBone#3
UndertakerWalkOLD,mortis_old_walk.scw,-1,-1,,100,100,100,,true,1
UndertakerRecoilOLD,mortis_old_recoil.scw,-1,-1,,,100,100,,false,SpineBone#3
UndertakerUltiRecoilOLD,mortis_old_ulti_recoil.scw,-1,-1,,,100,10,3,false,ChestBone#4
UndertakerUltiAttackOLD,mortis_old_ulti_atk.scw,-1,-1,,,100,10,3,false,ChestBone#3
UndertakerWinOLD,mortis_old_win.scw,-1,-1,,,,,200,false,ChestBone#3
UndertakerWinloopOLD,mortis_old_winloop.scw,-1,-1,,,,,,true,ChestBone#3
UndertakerLoseOLD,mortis_old_lose.scw,-1,-1,,,,,200,false,ChestBone#3
UndertakerLoseloopOLD,mortis_old_loseloop.scw,-1,-1,,,,,,true,ChestBone#3
UndertakerProfileOLD,mortis_old_idle.scw,-1,-1,,,100,100,,true,
LouchadorIdleOLD,primo_old_idle.scw,-1,-1,,,500,500,,true,
LouchadorWalkOLD,primo_old_walk.scw,-1,-1,,150,120,200,,true,1
LouchadorPrimaryOLD,primo_old_attack.scw,-1,-1,,,100,100,50,false,ChestBone#3
LouchadorSecondaryOLD,primo_old_ulti_atk.scw,-1,-1,,,100,100,,false,ChestBone#3
LouchadorRecoilOLD,primo_old_recoil.scw,-1,-1,,,1,100,200,false,PelvisBone#4+RLegBone#0+LLegBone#0
