Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,IntroAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,StillEffect,ChargedShotEffect,DisableHeadRotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntGuyChef,TntDude,dynamike_chef_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,TntguyIdle,TntguyWalk,TntguyPrimary,TntguySecondary,TntguyRecoil,,TntguyUlti,,TntguyReload,TntguyPushback,TntguyWin,TntguyWinloop,TntguyLose,TntguyLoseloop,TntguyIdle,TntguyWin,TntguyWinloop,TntguyWin,TntguyIdle,TntguyIdle,TntguyProfile,TntguyProfile,,,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,DynaStill,,,,true,true,TntDudeChefProjectile,,TntDudeChefUltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeMecha,TntDude,dynamike_mecha_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,TntDudeMechaIdle,TntDudeMechaWalk,TntDudeMechaPrimary,TntDudeMechaSecondary,TntDudeMechaRecoil,,TntDudeMechaSecondaryRecoil,,TntDudeMechaIdle,TntguyPushback,TntDudeMechaWin,TntDudeMechaWinloop,TntDudeMechaLose,TntDudeMechaLoseloop,TntDudeMechaIdle,TntDudeMechaWin,TntDudeMechaWinloop,TntDudeMechaWin,TntDudeMechaIdle,TntDudeMechaIdle,TntDudeMechaProfile,TntDudeMechaProfile,,,,,,Dyna002Still,Dyna002Still,Dyna002Win,Dyna002WinLoop,Dyna002Lose,Dyna002LoseLoop,Dyna002WinLoop,Dyna002Win,Dyna002WinLoop,Dyna002Win,Dyna002Still,Dyna002Win,,,,true,true,Mike004Projectile,,Mike004UltiProjectile,mech_mike_atk,,,,dynamike_003_ulti_use,,,,,,,,,,,,,Mech_Mike_kill_vo,Mech_Mike_lead_vo,Mech_Mike_start_vo,Mech_Mike_ulti_vo,Mech_Mike_hurt_vo,Mech_Mike_die_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntDudeFootball,TntDude,dynamike_coach_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,DynamikeCoachIdle,DynamikeCoachWalk,DynamikeCoachPrimary,DynamikeCoachSecondary,DynamikeCoachRecoil,,DynamikeCoachUlti,,DynamikeCoachReload,DynamikeCoachPushback,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachLose,DynamikeCoachLoseloop,DynamikeCoachIdle,DynamikeCoachWin,DynamikeCoachWinloop,DynamikeCoachWin,DynamikeCoachIdle,DynamikeCoachIdle,TntguyProfile,TntguyProfile,,,,,,Dyna003Still,Dyna003Still,Dyna003Win,Dyna003WinLoop,Dyna003Lose,Dyna003LoseLoop,Dyna003WinLoop,Dyna003Win,Dyna003WinLoop,Dyna003Win,Dyna003Still,Dyna003Still,,,,true,true,Mike005Projectile,,Mike005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntGuyBellhop,TntDude,dynamike_groom_geo.scw,,,dynamike_base_cam.scw,emz_intro_pose.scw,,DynamikeGroomIdle,DynamikeGroomWalk,TntguyPrimary,TntguySecondary,TntguyRecoil,,TntguyUlti,,TntguyReload,TntguyPushback,DynamikeGroomWin,DynamikeGroomWinloop,TntguyLose,TntguyLoseloop,DynamikeGroomIdle,DynamikeGroomWin,DynamikeGroomWinloop,DynamikeGroomWin,DynamikeGroomIdle,DynamikeGroomIdle,DynamikeGroomWinloop,DynamikeGroomWinloop,,,,,,DynaStill,DynaStill,DynaWin,DynaWinLoop,DynaLose,DynaLoseLoop,DynaWinLoop,DynaWin,DynaWinLoop,DynaWin,DynaStill,DynaStill,,,,true,true,Mike006Projectile,,Mike006UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TntPetDefault,TntPet,dynamike_bird_geo.scw,,,portrait_cam.scw,emz_intro_pose.scw,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,8bitTurretSpawn,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,,8bitTurretIdle,,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,8bitTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorDefault,Luchador,primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorIntro,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,PrimoStill,PrimoStill,PrimoWin,PrimoWinLoop,PrimoLose,PrimoLoseLoop,PrimoWinLoop,PrimoWin,PrimoWinLoop,PrimoWin,PrimoStill,PrimoStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorRudo,Luchador,primo_elrudo_geo.scw,,,primo_elrudo_portrait.scw,emz_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LuchadorRudoWin,LuchadorRudoWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LuchadorRudoWin,LuchadorRudoWinloop,LuchadorRudoWin,LouchadorIdle,LouchadorIdle,LouchadorRudoPortrait,LouchadorRudoPortrait,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo004Still,Primo004Still,Primo004Win,Primo004WinLoop,Primo004Lose,Primo004LoseLoop,Primo004WinLoop,Primo004Win,Primo004WinLoop,Primo004Win,Primo004Still,Primo004Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorRey,Luchador,primo_elrey_geo.scw,,,primo_portrait.scw,emz_intro_pose.scw,,LuchadorReyIdle,LuchadorReyWalk,LuchadorReyPrimary,LuchadorReySecondary,LuchadorReyRecoil,LuchadorReyRecoil2,LuchadorReyRecoil,,,LouchadorPushback,LuchadorReyWin,LuchadorReyWinloop,LuchadorReyLose,LuchadorReyLoseloop,LuchadorReyIdle,LuchadorReyWin,LuchadorReyWinloop,LuchadorReyWin,LuchadorReyIdle,LuchadorReyIdle,LouchadorProfile,LouchadorProfile,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo002Still,Primo002Still,Primo002Win,Primo002WinLoop,Primo002Lose,Primo002LoseLoop,Primo002WinLoop,Primo002Win,Primo002WinLoop,Primo002Win,Primo002Still,Primo002Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorBrown,Luchador,primo_brown_geo.scw,,,primo_brown_portrait.scw,emz_intro_pose.scw,,LuchadorBrownIdle,LuchadorBrownWalk,LuchadorBrownPrimary,LuchadorBrownSecondary,LuchadorBrownRecoil1,LuchadorBrownRecoil2,LuchadorBrownRecoil1,,,LuchadorBrownPushback,LuchadorBrownWin,LuchadorBrownWinloop,LuchadorBrownLose,LuchadorBrownLoseloop,LuchadorBrownIdle,LuchadorBrownWin,LuchadorBrownWinloop,LuchadorBrownWin,LuchadorBrownIdle,LuchadorBrownIdle,LuchadorBrownProfile,LuchadorBrownProfile,,,,LuchadorBrownGadgetFlipPrimary,LuchadorBrownGadgetFlipRecoil1,,,,,,,,,,,,,primo_003_win,primo_003_lose,,,,Primo003Projectile,,,primo_003_atk_use,,,,primo_003_ulti_trail,primo_003_ulti_ground_hit,,,,,,,,,,,,,,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorAtomic,Luchador,primo_geo.scw:torsoGeo+braceletGeo_02+legsGeo+beltGeo,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorIntro,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo005Still,Primo005Still,Primo005Win,Primo005WinLoop,Primo005Lose,Primo005LoseLoop,Primo005WinLoop,Primo005Win,Primo005WinLoop,Primo005Win,Primo005Still,Primo005Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primo_004_moving,primo_004_still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorSilver,Luchador,primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorIntro,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,gen_silver_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuchadorGold,Luchador,primo_geo.scw:torsoGeo+braceletGeo+legsGeo+beltGeo,,,primo_portrait.scw,primo_intro_pose.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,LouchadorWin,LouchadorWinloop,LouchadorLose,LouchadorLoseloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,LouchadorIdle,LouchadorIdle,LouchadorProfile,LouchadorIntro,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,gen_silver_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDefault,TrickshotDude,rico_geo.scw,,,8bit_base_cam.scw,emz_intro_pose.scw,,8bitIdle,8BitWalk,8bitAttack,8bitIdle,8bitRecoil,,8bitIdle,,8bitReload,8bitPushback,8bitWin,8bitWinloop,8bitLose,8bitLoseloop,8bitWinloop,8bitWin,8bitWinloop,8bitWin,8bitIdle,8bitIdle,8bitProfile,8bitProfile,,,,,,ArcadeWinLoop,ArcadeWinLoop,ArcadeWin,ArcadeWinLoop,ArcadeLose,ArcadeLooseLoop,ArcadeWinLoop,ArcadeIntro,ArcadeWinLoop,ArcadeWin,ArcadeStill,ArcadeWinLoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotGold,TrickshotDude,rico_gold_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoGoldIdle,RicoGoldWalk,RicoGoldPrimary,RicoGoldSecondary,RicoGoldRecoil,,RicoGoldRecoil,,RicoGoldReload,RicoGoldPushback,RicoGoldWin,RicoGoldWinloop,RicoGoldLose,RicoGoldLoseloop,RicoGoldIdle,RicoGoldWin,RicoGoldWinloop,RicoGoldWin,RicoGoldIdle,RicoGoldIdle,RicoProfile,RicoProfile,,,,,,Rico003Still,Rico003Still,Rico003Win,Rico003WinLoop,Rico003Lose,Rico003LoseLoop,Rico003WinLoop,Rico003Win,Rico003WinLoop,Rico003Win,Rico003Still,Rico003Still,,,,,,Rico003Projectile,,Rico003UltiProjectile,rico_003_atk,rico_003_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotPopcorn,TrickshotDude,rico_popcorn_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoPopcornIdle,RicoWalk,RicoPopcornPrimary,RicoPopcornSecondary,RicoPopcornRecoil,,RicoPopcornRecoil,,RicoPopcornReload,RicoPopcornPushback,RicoPopcornWin,RicoPopcornWinloop,RicoLose,RicoLoseloop,RicoPopcornIdle,RicoPopcornWin,RicoPopcornWinloop,RicoPopcornWin,RicoPopcornIdle,RicoPopcornIdle,RicoProfile,RicoProfile,,,,,,RicoStill,RicoStill,RicoWin,RicoWinLoop,RicoLose,RicoLoseLoop,RicoWinLoop,RicoWin,RicoWinLoop,RicoWin,RicoStill,RicoStill,,,,,,Rico002Projectile,,Rico002UltiProjectile,rico_002_atk,rico_002_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeTotal,TrickshotDude,rico_og_geo.scw,,,rico_base_cam.scw,emz_intro_pose.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,RicoWin,RicoWinloop,RicoLose,RicoLoseloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,RicoIdle,RicoIdle,RicoProfile,RicoProfile,,,,,,Rico002Still,Rico002Still,Rico002Win,Rico002WinLoop,Rico002Lose,Rico002LoseLoop,Rico002WinLoop,Rico002Win,Rico002WinLoop,Rico002Win,Rico002Still,Rico002Still,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrickshotDudeBazaar,TrickshotDude,rico_dark_geo.scw,,,rico_dark_cam.scw,emz_intro_pose.scw,,RicoDarkIdle,RicoDarkWalk,RicoDarkPrimary,RicoDarkSecondary,RicoDarkRecoil,,RicoDarkRecoil,,RicoDarkReload,RicoDarkPushback,RicoDarkWin,RicoDarkWinloop,RicoDarkLose,RicoDarkLoseloop,RicoDarkIdle,RicoDarkWin,RicoDarkWinloop,RicoDarkWin,RicoDarkIdle,RicoDarkIdle,RicoDarkProfile,RicoDarkProfile,,,,,,Rico004Still,Rico004Still,Rico004Win,Rico004WinLoop,Rico004Lose,Rico004LoseLoop,Rico004WinLoop,Rico004Win,Rico004WinLoop,Rico004Win,Rico004Still,Rico004Still,,,,,,Rico004Projectile,,Rico004UltiProjectile,rico_004_atk,rico_004_ulti,,,,,,,,,,,,,,,,Evil_Rick_kill_vo,Evil_Rick_lead_vo,Evil_Rick_start_vo,Evil_Rick_ulti_vo,Evil_Rick_hurt_vo,Evil_Rick_die_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusDefault,Cactus,spike_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,SpikeWin,SpikeWinloop,SpikeLose,SpikeLoseloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,SpikeIdle,SpikeIdle,SpikeProfile,SpikeProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusPink,Cactus,spike_blossom_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,SpikeWin,SpikeWinloop,SpikeLose,SpikeLoseloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,SpikeIdle,SpikeIdle,SpikeProfile,SpikeProfile,,,,,,,,,,,,,,,,,,,,,,,Spike002Projectile,,Spike002UltiProjectile,spike_002_atk,spike_002_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cactusmecha,Cactus,spike_mecha_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,SpikeIdle,SpikeMechaWalk,SpikePrimary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,SpikeMechaWin,SpikeMechaWinloop,SpikeMechaLose,SpikeMechaLoseloop,SpikeIdle,SpikeMechaWin,SpikeMechaWinloop,SpikeMechaWin,SpikeIdle,SpikeIdle,SpikeProfile,SpikeProfile,,,,,,,,,,,,,,,,,,,,,,,Spike003Projectile,,Spike003UltiProjectile,cactus_003_attack,cactus_003_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusMask,Cactus,spike_mask_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,SpikeWin,SpikeWinloop,SpikeLose,SpikeLoseloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,SpikeIdle,SpikeIdle,SpikeProfile,SpikeProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CactusLord,Cactus,spike_lord_geo.scw,,,spike_base_cam.scw,emz_intro_pose.scw,,SpikeLordIdle,SpikeLordWalk,SpikeLordPrimary,SpikeLordSecondary,SpikeLordRecoil,,SpikeLordRecoil2,,SpikeLordReload,SpikeLordIdle,SpikeLordWin,SpikeLordWinloop,SpikeLordLose,SpikeLordLoseloop,SpikeLordIdle,SpikeLordWin,SpikeLordWinloop,SpikeLordWin,SpikeLordIdle,SpikeLordIdle,SpikeProfile,SpikeProfile,,,,,,,,,,,,,,,,,,,,,true,true,Spike004Projectile,,Spike004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepDefault,Barkeep,barkeep_geo.scw,,,barley_base_cam.scw,barley_intro_pose.scw,,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,BarkeepWin,BarkeepWinloop,BarkeepLose,BarkeepLoseloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,BarkeepIdle,BarkeepIdle,BarkeepProfile,BarkeepIntro,,,,BarkeepSecondary,BarkeepRecoil,BarleyStill,BarleyStill,BarleyWin,BarleyWinLoop,BarleyLose,BarleyLoseLoop,BarleyWinLoop,BarleyWin,BarleyWinLoop,BarleyWin,BarleyStill,BarleyStill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepGold,Barkeep,barley_banker_geo.scw,,,barley_base_cam.scw,emz_intro_pose.scw,,BarkeepBankerIdle,BarkeepBankerWalk,BarkeepBankerPrimary,BarkeepBankerSecondary,BarkeepBankerRecoil,,BarkeepBankerRecoil,,BarkeepBankerReload,BarkeepBankerPushback,BarkeepBankerWin,BarkeepBankerWinloop,BarkeepBankerLose,BarkeepBankerLoseloop,BarkeepBankerWinidleloop,BarkeepBankerWin,BarkeepBankerWinidleloop,BarkeepBankerWin,BarkeepBankerIdle,BarkeepBankerIdle,BarkeepBankerProfile,BarkeepBankerProfile,,,,BarkeepSecondary,BarkeepRecoil,BarleyStill,BarleyStill,BarleyWin,BarleyWinLoop,BarleyLose,BarleyLoseLoop,BarleyWinLoop,BarleyWin,BarleyWinLoop,BarleyWin,BarleyStill,BarleyStill,,,,,,Barley003Projectile,,Barley003UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepWizard,Barkeep,barley_wizard_geo.scw,,,barley_wizard_cam.scw,emz_intro_pose.scw,,BarkeepWizardIdle,BarkeepWizardWalk,BarkeepWizardPrimary,BarkeepWizardSecondary,BarkeepWizardRecoil,,BarkeepWizardRecoil,,BarkeepWizardReload,BarkeepWizardPushback,BarkeepWizardWin,BarkeepWizardWinloop,BarkeepWizardLose,BarkeepWizardLoseloop,BarkeepWizardIdle,BarkeepWizardWin,BarkeepWizardWinloop,BarkeepWizardWin,BarkeepWizardIdle,BarkeepWizardIdle,BarkeepWizardProfile,BarkeepWizardProfile,,,,BarkeepSecondary,BarkeepRecoil,Barley004Still,Barley004Still,Barley004Win,Barley004WinLoop,Barley004Lose,Barley004LoseLoop,Barley004WinLoop,Barley004Win,Barley004WinLoop,Barley004Win,Barley004Still,Barley004Still,,,,,,Barley002Projectile,,Barley002UltiProjectile,barkeep_wizard_attack,barkeep_wizard_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepWizardRed,Barkeep,barley_wizard_geo.scw,,,barley_wizard_cam.scw,emz_intro_pose.scw,,BarkeepWizardIdle,BarkeepWizardWalk,BarkeepWizardPrimary,BarkeepWizardSecondary,BarkeepWizardRecoil,,BarkeepWizardRecoil,,BarkeepWizardReload,BarkeepWizardPushback,BarkeepWizardWin,BarkeepWizardWinloop,BarkeepWizardLose,BarkeepWizardLoseloop,BarkeepWizardIdle,BarkeepWizardWin,BarkeepWizardWinloop,BarkeepWizardWin,BarkeepWizardIdle,BarkeepWizardIdle,BarkeepWizardProfile,BarkeepWizardProfile,,,,BarkeepSecondary,BarkeepRecoil,Barley004Still,Barley004Still,Barley004Win,Barley004WinLoop,Barley004Lose,Barley004LoseLoop,Barley004WinLoop,Barley004Win,Barley004WinLoop,Barley004Win,Barley004Still,Barley004Still,,,,,,Barley002Projectile,,Barley002UltiProjectile,barkeep_wizard_attack,barkeep_wizard_attack_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepMs,Barkeep,barley_ms_geo.scw,,,barley_base_cam.scw,barley_bakesale_intro_pose.scw,,BarkeepMsIdle,BarkeepMsWalk,BarkeepMsPrimary,BarkeepMsSecondary,BarkeepMsPrimary,,BarkeepMsPrimary,,BarkeepMsReload,BarkeepPushback,BarkeepMsWin,BarkeepMsIdle,BarkeepMsLose,BarkeepMsLoseloop,BarkeepMsIdle,BarkeepMsWin,BarkeepMsIdle,BarkeepMsWin,BarkeepMsIdle,BarkeepMsIdle,BarkeepMsProfile,BarkeepMsIntro,,,,BarkeepSecondary,BarkeepRecoil,BarleyMsFace,BarleyMsFace,BarleyMsFace,BarleyMsFace,BarleyMsLose,BarleyMsLoseloop,BarleyMsFace,BarleyMsFace,BarleyMsFace,BarleyMsFace,BarleyMsFace,BarleyMsFace,,,,,,Barley005Projectile,,Barley005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepLumberjack,Barkeep,barley_lumberjack_geo.scw,,,barley_base_cam.scw,emz_intro_pose.scw,,BarkeepLumberjackIdle,BarkeepLumberjackWalk,BarkeepLumberjackPrimary,BarkeepLumberjackSecondary,BarkeepLumberjackRecoil,,BarkeepLumberjackRecoil,,BarkeepLumberjackReload,BarkeepLumberjackPushback,BarkeepLumberjackWin,BarkeepLumberjackWinloop,BarkeepLumberjackLose,BarkeepLumberjackLoseloop,BarkeepLumberjackIdle,BarkeepLumberjackWin,BarkeepLumberjackIdle,BarkeepLumberjackWin,BarkeepLumberjackIdle,BarkeepLumberjackIdle,BarkeepLumberjackProfile,BarkeepLumberjackProfile,,,,BarkeepSecondary,BarkeepRecoil,Barley003Still,Barley003Still,Barley003Win,Barley003WinLoop,Barley003Lose,Barley003LoseLoop,Barley003WinLoop,Barley003Win,Barley003WinLoop,Barley003Win,Barley003Still,Barley003Still,,,,,,Barley004Projectile,,Barley004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicDefault,Mechanic,jessie_geo.scw:jessie_main+jessie_gun+jessie_hat+jessie_backpack,,,jessie_base_cam.scw,emz_intro_pose.scw,,JunkerIdle,JunkerWalk,JunkerPrimary,JunkerUltiAttack,JunkerRecoil,,JunkerUltiRecoil,,JunkerReload,JunkerPushback,JunkerWin,JunkerWinloop,JunkerLose,JunkerLoseloop,JunkerIdle,JunkerWin,JunkerWinloop,JunkerWin,JunkerIdle,JunkerIdle,JunkerProfile,JunkerProfile,,,,,,JunkerFace,JunkerFace,JessieWin,JessieWinLoop,JessieLose,JessieLoseLoop,JunkerFace,JessieWin,JessieWinLoop,JessieWin,JunkerStillFace,JunkerFace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
